City,Airport Code,Trip Distance(km), Total Distance(km)
Newtok,WWT,52.989114,9633838.890537
Nan,NNT,8429.749124,9642268.639660
Nosara Beach,NOB,16737.499183,9659006.138843
Noyabrsk,NOJ,11724.124641,9670730.263484
Salekhard,SLY,558.664719,9671288.928203
Nadym,NYM,301.213275,9671590.141479
Sovetskiy,OVS,646.201457,9672236.342935
Huambo,NOV,9243.855044,9681480.197979
Menongue,SPP,295.028625,9681775.226605
Novokuznetsk,NOZ,10013.784674,9691789.011279
NAPIER,NPE,13438.972743,9705227.984022
New Plymouth,NPL,237.247000,9705465.231022
Neuquen,NQN,9272.639899,9714737.870921
Nuquí,NQU,5052.897835,9719790.768757
Norrkoeping,NRK,9670.849341,9729461.618097
North Ronaldsay,NRL,1070.766660,9730532.384758
Papa Westray,PPW,26.457632,9730558.842389
Westray,WRY,2.822657,9730561.665046
Norilsk,NSK,4057.785678,9734619.450724
Nelson,NSN,14094.483780,9748713.934504
Nakhon Si Thammarat,NST,9268.209718,9757982.144222
Nantong,NTG,3399.091486,9761381.235709
Wajima,NTQ,1570.256567,9762951.492276
Ranai-Natuna Besar Island,NTX,4715.886027,9767667.378302
Novy Urengoy,NUX,7346.913511,9775014.291813
Neiva,NVA,12013.757509,9787028.049323
Navoi,NVI,13762.434458,9800790.483780
Narvik,NVK,4224.315916,9805014.799697
Navegantes,NVT,11864.379700,9816879.179396
Sunyani,NYI,6274.609731,9823153.789128
Nanyuki,NYK,4441.956570,9827595.745698
Samburu South,UAS,86.724950,9827682.470648
NAYPYITAW,NYT,6710.302461,9834392.773109
Orange,OAG,8123.587765,9842516.360874
Jacksonville NC,OAJ,15747.692433,9858264.053307
Marktoberdorf,OAL,7105.545554,9865369.598861
Oaxaca,OAX,9849.220044,9875218.818905
Obihiro,OBO,10988.792698,9886207.611602
Long Seridan,ODN,5130.275021,9891337.886624
Bodaibo,ODO,5954.662772,9897292.549396
Odessa,ODS,5471.791376,9902764.340772
Muang Xay,ODY,6944.655121,9909708.995893
Ornskoldsvik,OER,7614.538519,9917323.534411
Ogdensburg,OGS,5875.382507,9923198.916918
Beslan,OGZ,8583.265506,9931782.182424
Okha,OHH,6757.755530,9938539.937954
Ourilandia do Norte,OIA,14657.942345,9953197.880298
Oita,OIT,17030.504296,9970228.384595
Okayama,OKJ,241.227880,9970469.612474
Orland,OLA,8024.940571,9978494.553045
Sao Paulo de Olivenca,OLC,9792.085147,9988286.638192
Wolf Point,OLF,6746.138352,9995032.776544
Old Harbor,OLH,3296.152699,9998328.929243
Olympic Dam,OLP,11721.619845,10010050.549088
Omaha,OMA,15188.661731,10025239.210818
Uromiyeh,OMH,10380.708747,10035619.919565
Mostar,OMO,2374.002086,10037993.921651
Oradea,OMR,523.629808,10038517.551459
Ondangwa,OND,7241.502639,10045759.054097
Odate Noshiro,ONJ,14179.610844,10059938.664942
Zonguldak,ONQ,8409.450374,10068348.115315
Worcester,ORH,7986.103993,10076334.219308
Cork,ORK,4759.514917,10081093.734225
Östersund,OSD,1846.350057,10082940.084282
Umea,UME,294.442720,10083234.527002
Ostend,OST,1732.553881,10084967.080883
Orsk,OSW,3792.929874,10088760.010757
North Bend,OTH,9504.736216,10098264.746974
Oujda,OUD,9540.990361,10107805.737335
Oulu,OUL,3814.253220,10111619.990555
Aviles,OVD,3067.183248,10114687.173803
Owensboro,OWB,6596.734609,10121283.908412
Ozamis,OZC,13979.364763,10135263.273175
Zaporozhye,OZH,9224.633077,10144487.906252
Ouarzazate,OZZ,4020.934630,10148508.840882
Paderborn,PAD,2627.369950,10151136.210832
Pagadian,PAG,10977.734917,10162113.945749
PADUCAH,PAH,14001.778629,10176115.724378
Paros,PAS,9339.923482,10185455.647860
Paulo Alfonso,PAV,8366.854148,10193822.502008
Poza Rico,PAZ,7279.455259,10201101.957267
Reynosa,REX,606.230618,10201708.187885
Puebla,PBC,761.911280,10202470.099165
Plattsburgh,PBG,3652.014170,10206122.113335
Paraburdoo,PBO,17418.055493,10223540.168828
Puerto Carreno,PCR,18044.753515,10241584.922343
Puerto Inírida,PDA,263.682124,10241848.604467
Padang,PDG,18669.820731,10260518.425198
Piedras Negras,PDS,16214.629365,10276733.054564
Pendleton,PDT,2484.313430,10279217.367994
Plovdiv,PDV,9614.620245,10288831.988239
Pelican,PEC,8755.178682,10297587.166921
Pardubice,PED,7739.814264,10305326.981184
Perm,PEE,2730.396332,10308057.377516
Pereira,PEI,11825.215241,10319882.592757
Petrozavodsk,PES,10554.794230,10330437.386987
Puerto Lempira,PEU,9885.249258,10340322.636246
Penza,PEZ,10981.958167,10351304.594413
Parsabad,PFQ,1517.547257,10352822.141670
Perpignan,PGF,3738.826970,10356560.968640
Pangkal Pinang,PGK,11251.716470,10367812.685110
Palembang,PLM,179.602651,10367992.287761
Khalije Fars,PGU,6499.647179,10374491.934941
Rasht,RAS,1144.173803,10375636.108743
Port Hartcourt,PHC,5619.371871,10381255.480614
Newport News,PHF,9090.327441,10390345.808055
Phalaborwa,PHW,13094.818384,10403440.626439
Peoria,PIA,14267.222424,10417707.848863
Hattiesburg/Laurel,PIB,1023.169329,10418731.018192
Pocatello,PIH,2409.131239,10421140.149431
Parintins,PIN,7528.275089,10428668.424519
Pilot Point,PIP,10898.395480,10439566.819999
Piura,PIU,9727.803619,10449294.623618
Pico,PIX,7238.727472,10456533.351089
Point Lay,PIZ,7423.362176,10463956.713265
Panjgur,PJG,8625.792326,10472582.505591
PARKERSBURG,PKB,11823.603776,10484406.109367
Petropavlovsk,PKC,8233.350649,10492639.460016
Pangkalan Bun,PKN,7577.218548,10500216.678564
Solo City,SOC,544.482316,10500761.160880
Pokhara,PKR,4902.717282,10505663.878162
Palangkaraya,PKY,4656.275208,10510320.153370
Pellston,PLN,14860.258645,10525180.412016
Port Lincoln,PLO,16391.122342,10541571.534357
Parma,PMF,15315.498074,10556887.032431
Palmas,PMW,8477.871399,10565364.903830
Puerto Madryn,PMY,3964.320436,10569329.224265
Pamplona,PNA,11421.819059,10580751.043325
Pensacola,PNS,7430.381123,10588181.424448
Potosi,POI,6016.655882,10594198.080330
Puerto Plata,POP,4401.865269,10598599.945599
Punta Cana,PUJ,266.903796,10598866.849395
Poznan,POZ,8060.803557,10606927.652952
President Prudente,PPB,10580.829477,10617508.482428
Pago Pago,PPG,12254.815543,10629763.297971
Petropavlosk,PPK,13215.479666,10642978.777637
Popayan,PPN,12921.488137,10655900.265774
Prosserpine,PPP,14727.079052,10670627.344827
Paraparaumu,PPQ,3371.827816,10673999.172643
Phu Quoc,PQC,9205.065325,10683204.237967
Can Tho,VCA,191.618302,10683395.856269
Conson,VCS,181.228047,10683577.084316
Presque Isle,PQI,13829.982142,10697407.066458
Parana,PRA,8759.965358,10706167.031816
Prescott,PRC,9167.760059,10715334.791875
Phrae,PRH,13209.845018,10728544.636893
Praslin,PRI,5476.200562,10734020.837454
Mahe,SEZ,43.726666,10734064.564120
Pristina,PRN,6298.420592,10740362.984712
Pasco,PSC,9382.585250,10749745.569963
Ponce,PSE,5721.738021,10755467.307984
Petersburg,PSG,6909.668016,10762376.976000
Wrangell,WRG,49.824380,10762426.800380
Poso,PSJ,11171.924389,10773598.724770
Portsmouth,PSM,15244.220783,10788842.945552
Pasto,PSO,4679.146658,10793522.092210
Posadas,PSS,3929.946756,10797452.038966
Port Heiden,PTH,13282.620553,10810734.659519
Pueblo,PUB,4407.009283,10815141.668802
Puerto Obaldia,PUE,4255.405273,10819397.074075
Pau,PUF,8305.980574,10827703.054649
Argyle,PUG,16195.215183,10843898.269831
Providence,PVD,17252.124032,10861150.393863
El Porvenir,PVE,3653.155627,10864803.549490
Pevek,PWE,9772.571063,10874576.120553
Puerto Escondido,PXM,8441.784481,10883017.905034
Porto Santo,PXO,8206.118742,10891224.023776
Playon Chico,PYC,6833.110862,10898057.134639
Puerto Ayacucho,PYH,1241.270123,10899298.404762
Pietermaritzburg,PZB,11088.697763,10910387.102525
Panzhihua,PZI,9835.839206,10920222.941731
Bella Coola,QBC,10062.263662,10930285.205393
Anahim Lake,YAA,87.980064,10930373.185457
Imo,QOW,12183.612724,10942556.798181
Queretaro,QRO,11585.813824,10954142.612005
Osubi,QRW,11411.501368,10965554.113373
Setif,QSF,3432.400061,10968986.513434
Ubari,QUB,1283.006050,10970269.519484
Arar,RAE,2794.799356,10973064.318840
Rafha,RAH,267.014161,10973331.333001
Rajkot,RAJ,2838.900859,10976170.233860
Rapid City,RAP,12610.099825,10988780.333685
Richard's Bay,RCB,15718.729104,11004499.062789
Roche Harbor,RCE,16960.361506,11021459.424295
Rio Hacha,RCH,6187.441046,11027646.865341
Redencao,RDC,3342.236946,11030989.102287
Redding,RDD,9125.884173,11040114.986459
Redmond-Bend,RDM,426.878429,11040541.864888
Redang,RDN,12918.424130,11053460.289018
Rodez,RDZ,10387.030804,11063847.319822
Reggio Calabria,REG,1304.794177,11065152.113998
Resistencia,RES,10645.714763,11075797.828762
Røst,RET,12058.774611,11087856.603373
Rockford,RFD,6177.148369,11094033.751742
Gorno-Altaysk,RGK,9533.340660,11103567.092402
Burgos,RGS,6410.887878,11109977.980280
Rio Hondo,RHD,9986.075546,11119964.055826
Riverton WY,RIW,9019.554026,11128983.609851
Mukalla,RIY,13209.743596,11142193.353448
Socotra,SCT,539.163149,11142732.516597
Rajahmundry,RJA,3037.958029,11145770.474626
Rajshahi,RJH,1078.080173,11146848.554799
Rockland,RKD,12067.187600,11158915.742400
Laage,RLG,5702.473836,11164618.216235
Marsa Alam,RMF,3651.321130,11168269.537365
Rimini,RMI,2852.845332,11171122.382697
Rampart,RMP,7745.271084,11178867.653782
Rimatara,RMT,9803.916860,11188671.570641
Rurutu,RUR,150.073942,11188821.644583
Ronneby,RNB,16096.627599,11204918.272182
Roanoke VA,ROA,6934.081144,11211852.353326
Roi Et,ROI,14059.623503,11225911.976829
Babelthuap,ROR,3483.134846,11229395.111675
Yap,YAP,455.653733,11229850.765408
Rotorua,ROT,6614.740100,11236465.505508
Roswell,ROW,11388.630822,11247854.136330
Rodriguez Island,RRG,18089.918349,11265944.054679
Roros,RRS,10219.927867,11276163.982546
Santa Rosa,RSA,12890.602609,11289054.585155
Rock Sound,RSD,6949.264850,11296003.850005
Yeosu,RSU,12915.355508,11308919.205512
Rotuma,RTA,7403.680383,11316322.885895
Saratov,RTW,13866.555636,11330189.441531
Arua,RUA,5550.689778,11335740.131309
Rutland,RUT,10882.278955,11346622.410264
Rio Verde,RVD,7179.121295,11353801.531559
Saravena,RVE,3585.381653,11357386.913211
Tame,TME,54.022047,11357440.935258
Rovaniemi,RVN,9683.222976,11367124.158234
Raivavae,RVV,15245.717398,11382369.875632
Tubuai,TUB,197.051399,11382566.927031
Roxas City,RXS,10288.098814,11392855.025845
Rahim Yar Khan,RYK,5742.560285,11398597.586130
Rzeszow,RZE,4696.538404,11403294.124534
Ramsar,RZR,2712.125602,11406006.250136
Saba,SAB,10816.674010,11416822.924146
Santa Fe,SAF,4659.166387,11421482.090533
Savannah,SAV,2323.774750,11423805.865283
Boca de Sábalo,SAX,2698.867907,11426504.733190
Gustavia,SBH,1993.121401,11428497.854591
St. Martin,SFG,31.604153,11428529.458743
South Bend,SBN,3429.551407,11431959.010150
Salisbury,SBY,992.596509,11432951.606659
Sibiu,SBZ,7706.420138,11440658.026798
State College Pennsylvania,SCE,7663.604283,11448321.631080
Stockton,SCK,3706.042484,11452027.673564
San Cristóbal,SCY,5396.992354,11457424.665918
Santa Cruz/Graciosa Bay/Luova,SCZ,11581.056256,11469005.722174
Santiago Del Estero,SDE,13131.830398,11482137.552572
Louisville,SDF,7663.890714,11489801.443286
Sanandaj,SDG,10512.029224,11500313.472510
Sundsvall,SDL,3657.322066,11503970.794576
Sand Point,SDP,6910.338447,11510881.133022
Santander,SDR,8817.653618,11519698.786640
Sidney,SDY,7242.480011,11526941.266651
Skelleftea,SFT,6658.222356,11533599.489007
Soenderborg,SGD,1241.842802,11534841.331809
Springfield,SGF,7445.716142,11542287.047952
Saint George,SGU,1786.933380,11544073.981332
Nakashibetsu,SHB,8059.422060,11552133.403392
Shillong,SHL,5138.595757,11557271.999149
Nanki-shirahama,SHM,4251.959570,11561523.958719
Sheridan,SHR,9266.245144,11570790.203863
Shreveport,SHV,1779.600375,11572569.804238
Sharurah,SHW,13082.172334,11585651.976572
Amilcar Cabral,SID,7400.917498,11593052.894070
Sao Nocolau Island,SNE,143.246866,11593196.140936
Sao Vicente Island,VXE,86.422958,11593282.563895
Simferopol,SIP,6274.978609,11599557.542503
Sitka,SIT,8618.886589,11608176.429092
San Jose Del Guaviare,SJE,8154.253963,11616330.683055
Sao Jose Dos Campos,SJK,4080.375291,11620411.058346
Sao Gabriel da Cachoeira,SJL,3434.087960,11623845.146306
San Angelo,SJT,4971.761668,11628816.907973
Sao Jorge Island,SJZ,6466.650378,11635283.558351
Samarkand,SKD,7763.000368,11643046.558720
Skien,SKE,4499.062432,11647545.621152
Sokoto,SKO,5157.568721,11652703.189873
Skiros,SKU,3462.691696,11656165.881569
Saransk,SKX,2296.641029,11658462.522597
Solwesi,SLI,7584.280034,11666046.802631
Saranac Lake,SLK,11786.843416,11677833.646048
Salalah,SLL,11410.938107,11689244.584155
Salamanca,SLM,6239.642569,11695484.226724
Saltillo,SLW,8605.866207,11704090.092931
Samos,SMI,11123.675827,11715213.768758
Stella Maris,SML,9423.489023,11724637.257782
Santa Marta,SMR,1390.053835,11726027.311616
Sakon Nakhon,SNO,16861.404422,11742888.716039
St. Paul Island,SNP,8149.057994,11751037.774033
St. George,STG,73.827943,11751111.601976
San Tome,SOM,10107.872713,11761219.474689
Santa Cruz De La Palma,SPC,5308.382018,11766527.856706
Saidpur,SPD,10125.340322,11776653.197028
Wichita Falls,SPS,13325.623752,11789978.820780
Sarasota,SRQ,1688.389953,11791667.210733
Sirt,SRX,9263.698583,11800930.909316
Dasht-e-naz,SRY,3414.999484,11804345.908800
Christiansted,SSB,11132.826569,11815478.735369
Pentecost Island,SSR,14395.334652,11829874.070021
Saint Cloud,STC,11828.025770,11841702.095791
Surat,STV,12483.497645,11854185.593436
Stavropol,STW,3863.138361,11858048.731797
Santa Terezinha,STZ,11033.956235,11869082.688033
Sao Felix do Araguaia,SXO,130.859415,11869213.547448
Sangley Point,SUG,19547.452018,11888760.999466
Satu Mare,SUJ,10130.188031,11898891.187497
Sioux City,SUX,8359.395278,11907250.582775
Silver City,SVC,1499.481984,11908750.064758
San Vincente De Caguan,SVI,4860.080405,11913610.145163
Savonlinna,SVL,10506.706151,11924116.851313
Kuito,SVP,8333.383124,11932450.234437
Savusavu,SVU,16234.742327,11948684.976765
Matei,TVU,84.195923,11948769.172688
Newburgh,SWF,12527.543618,11961296.716306
Nunam Iqua,SXP,6038.775824,11967335.492130
Sao Felix do Xingu,SXX,11821.715909,11979157.208040
Simao,SYM,16604.178583,11995761.386623
Shonai,SYO,4073.817925,11999835.204548
Tacloban,TAC,3397.963227,12003233.167775
Tagbilaran,TAG,216.150978,12003449.318753
Taiz,TAI,8654.743447,12012104.062199
Takamatsu,TAK,9146.308016,12021250.370215
Tartu,TAY,7735.815935,12028986.186150
Tuy Hoa,TBB,8347.285885,12037333.472035
Fort Leonardwood,TBN,13939.076891,12051272.548926
Tumbes,TBP,4749.414193,12056021.963119
Tabatinga,TBT,1161.414234,12057183.377353
Tongatapu,TBU,11401.362646,12068584.739999
Tambow,TBW,15322.112136,12083906.852135
Tabriz,TBZ,1672.563189,12085579.415324
Treasure Cay,TCB,10716.759073,12096296.174397
Tacheng,TCG,11624.390179,12107920.564576
Tumaco,TCO,14346.082643,12122266.647219
Tacna,TCQ,2396.091563,12124662.738782
Trat,TDX,18993.416535,12143656.155317
Teterboro,TEB,14096.153837,12157752.309154
Tebessa,TEE,6940.438645,12164692.747799
Tongren,TEN,9168.135188,12173860.882988
Çorlu,TEQ,7334.753292,12181195.636280
Kuala Terengganu,TGG,8375.029166,12189570.665446
Tongoa Island,TGH,7602.548213,12197173.213659
Tirgu Mures,TGM,15360.337010,12212533.550669
Tongliao,TGO,7162.020631,12219695.571300
Touggourt,TGR,9313.699520,12229009.270820
Tuxtla Gutierrez,TGZ,9827.308961,12238836.579781
Thanh Hoa,THD,15485.134117,12254321.713898
Tachilek,THL,580.954469,12254902.668366
Trollhattan,THN,7942.547848,12262845.216215
Sukhothai,THS,8237.324834,12271082.541049
Timika,TIM,4735.064190,12275817.605239
Tirupeti,TIR,6641.157221,12282458.762459
Timaru,TIU,11193.231587,12293651.994046
Tivat,TIV,17792.284828,12311444.278874
Tari,TIZ,13210.456457,12324654.735331
Tanjung Pandan,TJQ,3916.647127,12328571.382458
Kulyab,TJU,5976.809059,12334548.191517
Takapoto,TKP,15711.729327,12350259.920843
Takaroa,TKX,36.921595,12350296.842438
Tokushima,TKS,10045.587355,12360342.429793
Tallahassee,TLH,11757.781025,12372100.210818
Tlemcen,TLM,7540.335745,12379640.546563
Hyeres,TLN,1111.373643,12380751.920206
Waikabubak-Sumba Island,TMC,12589.851272,12393341.771478
Tumling Tar,TMI,5347.808867,12398689.580345
Termez,TMJ,2166.170399,12400855.750744
Tamale,TML,7439.281201,12408295.031945
Tampere,TMP,6102.663223,12414397.695168
Sao Tome,TMS,6936.262402,12421333.957570
Tamworth,TMW,14924.665566,12436258.623136
Tin City,TNC,11313.793204,12447572.416340
Tanger,TNG,8645.240491,12456217.656831
Tanjung Pinang,TNJ,11777.055209,12467994.712040
Tainan,TNN,2977.456141,12470972.168181
Toledo,TOL,12424.361779,12483396.529960
Touho,TOU,13236.623418,12496633.153378
Toyama,TOY,7034.025671,12503667.179049
Tepic,TPQ,10853.018667,12514520.197716
Tiree,TRE,8507.682455,12523027.880171
Tauranga,TRG,17909.290079,12540937.170249
BRISTOL,TRI,13263.292154,12554200.462403
Trujillo,TRU,4966.437798,12559166.900202
Timisoara,TSR,11459.493924,12570626.394126
Trang,TST,8502.186391,12579128.580517
Tan Tan,TTA,11597.543648,12590726.124165
Ternate,TTE,14532.112364,12605258.236529
Tottori,TTJ,3921.643117,12609179.879646
Roxana,TTQ,13540.505704,12622720.385350
Fengnin,TTT,15441.351489,12638161.736839
Tetouan,TTU,11421.281629,12649583.018467
Tucuman,TUC,9354.444701,12658937.463168
Tuguegarao,TUG,18773.968285,12677711.431453
Turaif,TUI,8344.902196,12686056.333648
Tulsa,TUL,11108.961276,12697165.294924
Taupo,TUO,12271.429418,12709436.724342
Tupelo,TUP,12700.187168,12722136.911510
Tucurui,TUR,5882.180297,12728019.091808
Tabuk,TUU,9850.220835,12737869.312643
Traverse City,TVC,9998.885619,12747868.198262
Twin Falls,TWF,2328.295609,12750196.493871
Texarkana,TXK,2050.391562,12752246.885433
Tyler,TYR,179.746691,12752426.632124
San Julian,UAQ,7653.229416,12760079.861540
Yamaguchi,UBJ,18157.434018,12778237.295558
Ubon Ratchathani,UBP,3364.163511,12781601.459069
Uzhgorod,UDJ,8203.037961,12789804.497030
Udaipur,UDR,5195.188018,12794999.685048
Urgench,UGC,2248.570464,12797248.255512
Phucat,UIH,5566.261935,12802814.517447
Quimper,UIP,10497.966736,12813312.484182
Ukunda,UKA,7199.232615,12820511.716797
Sevastopol,UKS,5479.927666,12825991.644463
Ust-Kut,UKX,4995.347293,12830986.991756
Olgii,ULG,1367.338776,12832354.330532
Ulaangom,ULO,190.418334,12832544.748865
Ulyanovsk,ULV,2981.985584,12835526.734449
Ranong,UNN,6634.716907,12842161.451356
Uruapan,UPN,16061.634263,12858223.085619
Kursk,URS,11130.965183,12869354.050802
Surat Thani,URT,7360.294460,12876714.345261
Guriat,URY,6816.584198,12883530.929459
Ulsan,USN,8211.084822,12891742.014282
St. Augustine Airport,UST,12050.344555,12903792.358836
Busuanga,USU,14802.784034,12918595.142870
Udon Thani,UTH,1950.203148,12920545.346018
Upington,UTN,10125.059367,12930670.405385
Pattaya,UTP,9699.132213,12940369.537599
Umtata,UTT,9128.704590,12949498.242189
Bugulma,UUA,9858.450143,12959356.692332
Ouvea,UVE,13385.951299,12972742.643631
Nyala,UYL,15820.662882,12988563.306514
Yulin,UYN,8729.495563,12997292.802077
Uyuni,UYU,18008.170511,13015300.972588
Vaasa,VAA,11957.321701,13027258.294289
Vanimo,VAI,11717.204351,13038975.498640
Wewak,WWK,280.704953,13039256.203593
Van,VAN,11154.782462,13050410.986055
Sivas,VAS,574.120142,13050985.106197
Vanua Balavu,VBV,15752.440299,13066737.546496
Chu Lai,VCL,8719.774811,13075457.321307
Victoria,VCT,14375.608760,13089832.930067
Ovda,VDA,11720.077414,13101553.007480
Vitória Da Conquista,VDC,9513.599132,13111066.606612
Hierro,VDE,5352.509302,13116419.115914
Dong Hoi,VDH,12197.681703,13128616.797617
Viedma,VDM,17233.644825,13145850.442442
Valdez,VDZ,13567.228774,13159417.671216
Vigo,VGO,7901.593397,13167319.264613
Villa Garzon,VGZ,8139.234391,13175458.499004
El Vigía,VIG,1010.430565,13176468.929569
Spanish Town,VIJ,1343.344824,13177812.274392
Dakhla,VIL,5042.382516,13182854.656909
Vinnitsa,VIN,4787.246593,13187641.903502
Visalia,VIS,9991.278807,13197633.182309
Vitoria,VIX,10404.209640,13208037.391949
Vorkuta,VKT,12688.241612,13220725.633560
Valdosta,VLD,8750.156599,13229475.790159
Valladolid,VLL,6896.115754,13236371.905913
Valesdir,VLS,17166.350877,13253538.256790
Valera,VLV,13617.616707,13267155.873497
Voronezh,VOZ,10512.643369,13277668.516866
Valparaiso,VPS,9449.824885,13287118.341751
Virac,VRC,14115.115447,13301233.457198
Vasteras,VST,9664.013579,13310897.470777
Valledupar,VUP,9001.736496,13319899.207272
Wanganui,WAG,12597.034244,13332496.241517
Waterford,WAT,18646.158093,13351142.399609
Wapenamanda,WBM,14197.034964,13365339.434573
Beaver,WBQ,9657.809481,13374997.244054
Weipa,WEI,10463.917935,13385461.161989
Wagga Wagga,WGA,2561.770808,13388022.932797
Waingapu,WGP,3951.685592,13391974.618388
Whakatane,WHK,6439.904442,13398414.522830
Wonju,WJU,9767.197308,13408181.720138
Wakkanai,WKJ,1451.349771,13409633.069909
Selawik,WLK,4095.578957,13413728.648866
Wallis,WLS,8976.994980,13422705.643845
Mananara,WMR,13996.782880,13436702.426726
Whangarei,WRE,11813.673761,13448516.100487
Westport,WSZ,706.231876,13449222.332363
Noatak,WTK,12341.514377,13461563.846740
Tuntutuliak,WTL,804.168890,13462368.015630
Wuhai,WUA,6277.382661,13468645.398291
Wuyishan,WUS,1694.175770,13470339.574060
Wuxi,WUX,482.600574,13470822.174634
Wanxian,WXN,1145.717097,13471967.891731
Whyalla,WYA,7735.366783,13479703.258514
Bearskin Lake,XBE,15582.299890,13495285.558404
Big Trout Lake,YTL,75.867563,13495361.425967
Kasabonika,XKS,88.807184,13495450.233151
Birjand,XBJ,9919.156023,13505369.389174
Chalons,XCR,4838.133294,13510207.522469
Kangiqsualujjuaq,XGR,4519.010128,13514726.532597
Quujjuaq,YVP,157.438345,13514883.970942
Tasiujaq,YTQ,109.467434,13514993.438376
Aupaluk,YPJ,72.846180,13515066.284555
Kangirsuk,YKG,84.269548,13515150.554103
Quaqtaq,YQC,115.233120,13515265.787223
Kangiqsujuaq,YWB,137.303117,13515403.090340
Salluit,YZG,206.552107,13515609.642448
Ivujivik,YIK,119.676554,13515729.319002
Xichang,XIC,9962.350899,13525691.669901
Xilinhot,XIL,2155.570510,13527847.240410
Macas,XMS,15183.610685,13543030.851095
Bentonville,XNA,4606.471224,13547637.322320
Arctic Bay,YAB,4116.177565,13551753.499885
Resolute,YRB,360.210136,13552113.710021
Grise Fiord,YGZ,383.412638,13552497.122659
Cat Lake,YAC,2773.049657,13555270.172316
Round Lake,ZRJ,139.651691,13555409.824006
Fort Frances,YAG,499.775170,13555909.599176
Thunder Bay,YQT,304.757049,13556214.356225
Fort Hope,YFH,368.864833,13556583.221058
Lansdowne House,YLH,70.487523,13556653.708581
Webequie,YWP,93.154987,13556746.863568
Pickle Lake,YPL,256.698498,13557003.562066
Sault Sainte Marie,YAM,690.769196,13557694.331262
Sudbury,YSB,284.124567,13557978.455829
North Bay,YYB,109.275235,13558087.731064
Attawapiskat,YAT,761.171000,13558848.902064
Kashechewan,ZKE,87.959747,13558936.861811
Fort Albany,YFA,9.111197,13558945.973008
Moosonee,YMO,125.963571,13559071.936579
Waskaganish,YKQ,129.937602,13559201.874182
Eastmain River,ZEM,85.292704,13559287.166885
Wemindji,YNC,89.652965,13559376.819851
Chisasibi,YKU,88.582702,13559465.402553
Val D'or,YVO,644.519552,13560109.922106
Rouyn,YUY,79.958442,13560189.880548
Angling Lake,YAX,977.114291,13561166.994839
St. Anthony,YAY,2256.191355,13563423.186195
Lourdes-De-Blanc-Sablon,YBX,76.650208,13563499.836403
St-Augustin,YIF,105.543228,13563605.379631
La Tabatière,ZLT,47.816515,13563653.196146
Tête-à-la-Baleine,ZTB,33.560126,13563686.756272
Chevery,YHR,29.010943,13563715.767215
Natashquan,YNA,155.899744,13563871.666959
Kegaska,ZKG,37.260415,13563908.927374
Bagotville,YBG,735.303433,13564644.230807
Sept-iles,YZV,402.474507,13565046.705313
Port Menier,YPN,147.617862,13565194.323176
Havre-Saint-Pierre,YGV,69.221975,13565263.545151
Baker Lake,YBK,2450.916359,13567714.461510
Rankin Inlet,YRT,256.531896,13567970.993406
Whale Cove,YXN,68.182081,13568039.175487
Eskimo Point,YEK,149.235929,13568188.411416
Churchill,YYQ,261.864143,13568450.275559
Thompson,YTH,398.488919,13568848.764478
Gillam,YGX,205.209651,13569053.974129
Campbell River,YBL,2137.603790,13571191.577919
Comox,YQQ,38.359223,13571229.937141
Yibin,YBP,10014.249072,13581244.186213
Brandon,YBR,10934.434685,13592178.620898
Cambridge Bay,YCB,2152.868331,13594331.489229
Gjoa Haven,YHK,375.611260,13594707.100489
Spence Bay,YYH,135.631287,13594842.731776
Yellowknife,YZF,1218.248620,13596060.980396
Whatì,YLE,160.831616,13596221.812012
Castlegar,YCG,1538.595038,13597760.407050
Charlo,YCL,3698.639884,13601459.046934
Coppermine,YCO,3480.666683,13604939.713617
Holman Island,YHI,343.833550,13605283.547167
Sachs Harbour,YSY,297.145867,13605580.693033
Inuvik,YEV,513.993222,13606094.686255
Fort Mcpherson,ZFM,115.214615,13606209.900870
Chesterfield Inlet,YCS,2046.489733,13608256.390603
Coral Harbour,YZS,374.070828,13608630.461431
Repulse Bay,YUT,290.895535,13608921.356966
Yuncheng,YCU,8629.195755,13617550.552721
Clyde River,YCY,8283.498680,13625834.051401
Pond Inlet,YIO,411.434430,13626245.485830
Igloolik,YGT,394.202456,13626639.688287
Hall Beach,YUX,69.285327,13626708.973613
Iqaluit,YFB,793.400976,13627502.374589
Kimmirut,YLC,120.640925,13627623.015515
Deer Lake,YDF,1696.799096,13629319.814610
St. John's,YYT,385.379467,13629705.194077
Gander,YQX,198.864376,13629904.058453
Nain,YDP,971.295387,13630875.353840
Dawson Creek,YDQ,3513.793920,13634389.147760
Fort Nelson,YYE,373.311512,13634762.459272
Fort Saint John,YXJ,309.413525,13635071.872797
Prince George,YXS,288.831941,13635360.704738
Smithers,YYD,309.746637,13635670.451375
Terrace,YXT,98.010836,13635768.462211
Fort Severn,YER,2560.321032,13638328.783243
Yasuj,YES,9628.602403,13647957.385646
Fredericton,YFC,9467.849027,13657425.234673
Flin Flon,YFO,2648.727243,13660073.961916
The Pas,YQD,87.414415,13660161.376331
Fort Simpson,YFS,1463.055305,13661624.431636
Fort Good Hope,YGH,616.847220,13662241.278856
Norman Wells,YVQ,138.321661,13662379.600517
Tulita,ZFN,145.220831,13662524.821348
Deline,YWJ,122.571713,13662647.393061
La Grande Riviere,YGL,2898.402111,13665545.795173
